counter	predict	actual	diff	sqsum	frac	sum
1	(0)	(73)	73	5329	.01369863013698630136	.01369863013698630136
2	(0)	(93)	93	8649	.01075268817204301075	.02445131830902931211
3	(0)	(98)	98	9604	.01020408163265306122	.03465539994168237333
4	(0)	(99)	99	9801	.01010101010101010101	.04475641004269247434
5	(0)	(99)	99	9801	.01010101010101010101	.05485742014370257535
6	(0)	(99)	99	9801	.01010101010101010101	.06495843024471267636
7	(0)	(99)	99	9801	.01010101010101010101	.07505944034572277737
8	(0)	(99)	99	9801	.01010101010101010101	.08516045044673287838
9	(0)	(99)	99	9801	.01010101010101010101	.09526146054774297939
10	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array),(metric),(metric_0),(not),(found),(in),(TxMatrix),(array),(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(99),(99),(98),(94),(96),(98),(99),(99),(99),(99),(99),(99),(99),(99),(99),(98),(97),(95),(96),(96),(96)	2053	200757	.01022629347918129878	.10548775402692427817
11	(90),(90),(90),(90)	(99),(98),(94),(96)	27	139517	.00019352480342897281	.10568127883035325098
12	(90),(90),(90),(90)	(98),(94),(96),(98)	26	139140	.00018686215322696564	.10586814098358021662
13	(90),(90),(90),(90)	(94),(96),(98),(99)	27	139517	.00019352480342897281	.10606166578700918943
14	(90),(90),(90),(90)	(96),(98),(99),(99)	32	141382	.00022633715748822339	.10628800294449741282
15	(90),(90),(90),(90)	(98),(99),(99),(99)	35	142507	.00024560197042952276	.10653360491492693558
16	(90),(90),(90),(90)	(99),(99),(99),(99)	36	142884	.00025195263290501385	.10678555754783194943
17	(90),(90),(90),(90)	(99),(99),(99),(99)	36	142884	.00025195263290501385	.10703751018073696328
18	(90),(90),(90),(90)	(99),(99),(99),(99)	36	142884	.00025195263290501385	.10728946281364197713
19	(90),(90),(90),(90)	(99),(99),(99),(99)	36	142884	.00025195263290501385	.10754141544654699098
20	(90),(98),(90),(98)	(99),(99),(99),(99)	20	149060	.00013417415805715819	.10767558960460414917
21	(90),(98),(98),(90)	(99),(99),(99),(99)	20	149060	.00013417415805715819	.10780976376266130736
22	(98),(90),(98),(90)	(99),(99),(99),(98)	19	148683	.00012778865102264549	.10793755241368395285
23	(90),(98),(90),(98)	(99),(99),(98),(97)	19	147899	.00012846604777584703	.10806601846145979988
24	(90),(98),(90),(98)	(99),(98),(97),(95)	19	146355	.00012982132486078371	.10819583978632058359
25	(90),(98),(90),(98)	(98),(97),(95),(96)	16	145230	.00011017007505336363	.10830600986137394722
26	(90),(98),(98),(90)	(97),(95),(96),(96)	18	144450	.00012461059190031152	.10843062045327425874
27	(90),(98),(90),(98)	(95),(96),(96),(96)	15	144093	.00010409943578105806	.10853471988905531680
28	(90),(98),(90),(98)	(96),(96),(96),(96)	16	144464	.00011075423634954036	.10864547412540485716
29	(90),(98),(90),(98)	(96),(96),(96),(95)	17	144077	.00011799246236387487	.10876346658776873203
30	(98),(98),(98),(98)	(96),(96),(95),(94)	11	149385	.00007363523780834755	.10883710182557707958
31	(98),(98),(98),(98)	(96),(95),(94),(95)	12	148998	.00008053799379857447	.10891763981937565405
32	(98),(98),(98),(98)	(95),(94),(95),(97)	11	149387	.00007363425197641026	.10899127407135206431
33	(98),(98),(98),(98)	(94),(95),(97),(99)	9	150947	.00005962357648711137	.10905089764783917568
34	(98),(98),(98),(98)	(95),(97),(99),(99)	6	152892	.00003924338748920806	.10909014103532838374
35	(98),(98),(98),(98)	(97),(99),(99),(99)	4	154452	.00002589801362235516	.10911603904895073890
36	(98),(98),(98),(98)	(99),(99),(99),(99)	4	155236	.00002576721894405936	.10914180626789479826
37	(98),(98),(98),(98)	(99),(99),(99),(98)	3	154843	.00001937446316591644	.10916118073106071470
38	(98),(98),(98),(98)	(99),(99),(98),(97)	3	154059	.00001947305902284189	.10918065379008355659
39	(98),(98),(98),(98)	(99),(98),(97),(97)	3	153275	.00001957266351329310	.10920022645359684969
40	(98),(98),(98),(98)	(98),(97),(97),(97)	3	152491	.00001967329219429343	.10921989974579114312
41	(98),(98),(98),(98)	(97),(97),(97),(97)	4	152100	.00002629848783694937	.10924619823362809249
42	(98),(98),(98),(98)	(97),(97),(97),(96)	5	151711	.00003295739926570914	.10927915563289380163
43	(98),(98),(98),(98)	(97),(97),(96),(96)	6	151322	.00003965054651669948	.10931880617941050111
44	(98),(98),(98),(98)	(97),(96),(96),(97)	6	151322	.00003965054651669948	.10935845672592720059
45	(98),(98),(98),(98)	(96),(96),(97),(96)	7	150933	.00004637819429813228	.10940483492022533287
46	(98),(98),(98),(98)	(96),(97),(96),(96)	7	150933	.00004637819429813228	.10945121311452346515
47	(98),(98),(98),(98)	(97),(96),(96),(96)	7	150933	.00004637819429813228	.10949759130882159743
48	(98),(98),(98),(98)	(96),(96),(96),(97)	7	150933	.00004637819429813228	.10954396950311972971
49	(98),(98),(98),(98)	(96),(96),(97),(98)	5	151713	.00003295696479537020	.10957692646791509991
50	(98),(98),(98),(98)	(96),(97),(98),(99)	4	152886	.00002616328506207239	.10960308975297717230
51	(98),(98),(98),(98)	(97),(98),(99),(99)	3	154059	.00001947305902284189	.10962256281200001419
52	(98),(98),(98),(98)	(98),(99),(99),(99)	3	154843	.00001937446316591644	.10964193727516593063
53	(98),(98),(98),(98)	(99),(99),(99),(99)	4	155236	.00002576721894405936	.10966770449410998999
54	(98),(98),(98),(98)	(99),(99),(99),(98)	3	154843	.00001937446316591644	.10968707895727590643
55	(98),(98),(98),(98)	(99),(99),(98),(98)	2	154450	.00001294917449012625	.10970002813176603268
56	(98),(98),(98),(98)	(99),(98),(98),(96)	3	153277	.00001957240812385419	.10971960053988988687
57	(98),(98),(98),(98)	(98),(98),(96),(97)	3	152493	.00001967303417206035	.10973927357406194722
58	(98),(98),(98),(98)	(98),(96),(97),(97)	4	152102	.00002629814203626513	.10976557171609821235
59	(98),(98),(98),(98)	(96),(97),(97),(96)	6	151322	.00003965054651669948	.10980522226261491183
60	(98),(98),(98),(98)	(97),(97),(96),(96)	6	151322	.00003965054651669948	.10984487280913161131
61	(98),(98),(98),(98)	(97),(96),(96),(96)	7	150933	.00004637819429813228	.10989125100342974359
62	(98),(98),(98),(98)	(96),(96),(96),(95)	9	150157	.00005993726566194050	.10995118826909168409
63	(98),(98),(98),(98)	(96),(96),(95),(97)	8	150546	.00005313990408247313	.11000432817317415722
64	(98),(98),(98),(98)	(96),(95),(97),(97)	7	150935	.00004637757975287375	.11005070575292703097
65	(98),(98),(98),(98)	(95),(97),(97),(98)	5	151715	.00003295653033648617	.11008366228326351714
66	(98),(98),(98),(98)	(97),(97),(98),(99)	3	153275	.00001957266351329310	.11010323494677681024
67	(98),(98),(98),(98)	(97),(98),(99),(99)	3	154059	.00001947305902284189	.11012270800579965213
68	(98),(98),(98),(98)	(98),(99),(99),(99)	3	154843	.00001937446316591644	.11014208246896556857
69	(98),(98),(98),(98)	(99),(99),(99),(99)	4	155236	.00002576721894405936	.11016784968790962793
70	(98),(98),(98),(98)	(99),(99),(99),(98)	3	154843	.00001937446316591644	.11018722415107554437
71	(98),(98),(98),(98)	(99),(99),(98),(98)	2	154450	.00001294917449012625	.11020017332556567062
72	(98),(98),(98),(98)	(99),(98),(98),(97)	2	153666	.00001301524084703187	.11021318856641270249
73	(98),(98),(98),(98)	(98),(98),(97),(96)	3	152493	.00001967303417206035	.11023286160058476284
74	(98),(98),(98),(98)	(98),(97),(96),(96)	5	151713	.00003295696479537020	.11026581856538013304
75	(98),(98),(98),(98)	(97),(96),(96),(96)	7	150933	.00004637819429813228	.11031219675967826532
76	(98),(98),(98),(98)	(96),(96),(96),(96)	8	150544	.00005314061005420342	.11036533736973246874
77	(98),(98),(98),(98)	(96),(96),(96),(96)	8	150544	.00005314061005420342	.11041847797978667216
78	(98),(98),(98),(98)	(96),(96),(96),(96)	8	150544	.00005314061005420342	.11047161858984087558
79	(98),(98),(98),(98)	(96),(96),(96),(97)	7	150933	.00004637819429813228	.11051799678413900786
80	(98),(98),(98),(98)	(96),(96),(97),(97)	6	151322	.00003965054651669948	.11055764733065570734
81	(98),(98),(98),(98)	(96),(97),(97),(99)	5	152495	.00003278796026099216	.11059043529091669950
