1574672700,169926944
1574673300,101128083904
1574673900,97550185760
1574674500,97402701856
1574675100,96089420768
1574675700,105043654624
1574676300,100586409440
1574676900,105355857664
1574677500,91330874464
1574678100,76276361600
1574678700,81506066880
1574679300,87149610976
1574679900,102552946304
1574680500,97505550720
1574681100,98144325120
1574681700,104193333504
1574682300,100354775072
1574682900,95036907040
1574683500,101166244032
1574684100,103125934912
1574684700,104843527968
1574685300,103097117344
1574685900,111082573024
1574686500,116031280288
1574687100,115597708064
1574687700,111871141984
1574688300,108827781632
1574688900,116498670144
1574689500,112742316096
1574690100,124067009632
1574690700,164284941408
1574691300,104299911712
1574691900,108067398048
1574692500,125248569184
1574693100,125761167584
1574693700,115738904000
1574694300,108840408064
1574694900,125737684736
1574695500,116437656160
1574696100,136846812992
1574696700,141647001728
1574697300,147025634112
1574697900,131956840128
1574698500,117670970784
1574699100,94057333952
1574699700,84569526720
1574700300,90942759072
1574700900,87096464672
1574701500,114309192864
1574702100,113942076640
1574702700,108443042080
1574703300,97405522656
1574703900,97069651744
1574704500,91182020544
1574705100,93508169632
1574705700,99481783936
1574706300,97792535392
1574706900,100855581440
1574707500,106795698752
1574708100,106674643168
1574708700,101047472864
1574709300,116107029440
1574709900,108084059872
1574710500,112458295360
1574711100,119210129024
1574711700,123436473088
1574712300,144335322464
1574712900,142134352160
1574713500,125060064192
1574714100,109879952128
1574714700,108716394496
1574715300,115758592800
1574715900,121407982496
1574716500,124216239552
1574717100,131700076352
1574717700,123763211264
1574718300,126309871968
1574718900,131026843072
1574719500,124144201344
1574720100,112879936736
1574720700,109296188704
1574721300,113874077120
1574721900,111865483552
1574722500,121069070944
1574723100,120888418976
1574723700,120802964768
1574724300,105377769696
1574724900,96688000416
1574725500,83022803936
1574726100,76797115136
1574726700,66557938400
1574727300,64627612256
1574727900,54405921856
1574728500,49633805600
1574729100,48791081632
1574729700,49213801120
1574730300,47356292736
1574730900,46690797184
1574731500,41235899648
1574732100,41061822048
1574732700,37979393728
1574733300,41683324224
1574733900,31522127936
1574734500,35549203424
1574735100,27832516480
1574735700,23971743648
1574736300,22342106112
1574736900,23585318080
1574737500,25106697184
