counter	predict	actual	diff	sqsum	frac	sum
1	(metric),(metric_1),(not),(found),(in),(TxMatrix),(array),(metric),(metric_2),(not),(found),(in),(TxMatrix),(array),(metric),(metric_0),(not),(found),(in),(TxMatrix),(array),(metric),(metric_1),(not),(found),(in),(TxMatrix),(array),(metric),(metric_2),(not),(found),(in),(TxMatrix),(array)	(73,5,22),(93,3,20),(98,1,15),(99,0,11),(99,0,4),(99,0,3),(99,0,2),(99,0,2),(99,0,2),(99,0,2),(99,0,1),(98,0,1),(94,0,2),(96,0,2),(98,0,2),(99,0,2),(99,0,3),(99,0,3),(99,0,2),(99,0,2),(99,0,1),(99,0,1),(99,0,1),(99,0,1),(98,0,2),(97,0,2),(95,0,5),(96,0,14),(96,0,49),(96,0,68),(96,0,82),(95,0,82),(94,0,80),(95,0,77),(97,0,59)	3388	328656	.01030865099070152378	.01030865099070152378
2	(70,10,20),(70,10,20)	(93,3,20),(98,1,15)	72	57908	.00124335152310561580	.01155200251380713958
3	(50,10,20),(70,10,20)	(98,1,15),(99,0,11)	110	52872	.00208049629293387804	.01363249880674101762
4	(90,10,20),(90,10,20)	(99,0,11),(99,0,4)	63	73179	.00086090271799286680	.01449340152473388442
5	(90,0,20),(90,10,20)	(99,0,4),(99,0,3)	61	72647	.00083967679326056134	.01533307831799444576
6	(90,0,20),(90,0,20)	(99,0,3),(99,0,2)	53	72455	.00073148851010972327	.01606456682810416903
7	(90,0,20),(90,10,20)	(99,0,2),(99,0,2)	64	72510	.00088263687767204523	.01694720370577621426
8	(90,0,20),(90,0,20)	(99,0,2),(99,0,2)	54	72410	.00074575334898494683	.01769295705476116109
9	(90,0,0),(90,0,0)	(99,0,2),(99,0,2)	22	71450	.00030790762771168649	.01800086468247284758
10	(0,90,10),(10,0,90)	(99,0,2),(99,0,1)	375	38207	.00981495537466956316	.02781582005714241074
11	(90,0,0),(0,20,90)	(99,0,1),(98,0,1)	217	54007	.00401799766696909659	.03183381772411150733
12	(90,0,0),(90,0,20)	(98,0,1),(94,0,2)	31	69685	.00044485900839491999	.03227867673250642732
13	(0,0,90),(90,0,0)	(94,0,2),(96,0,2)	190	51900	.00366088631984585741	.03593956305235228473
14	(0,90,0),(0,90,0)	(96,0,2),(98,0,2)	378	35028	.01079136690647482014	.04673092995882710487
15	(0,0,90),(90,0,0)	(98,0,2),(99,0,2)	197	53793	.00366218652984589072	.05039311648867299559
16	(90,0,0),(90,0,0)	(99,0,2),(99,0,3)	23	71455	.00032188090406549576	.05071499739273849135
17	(0,20,90),(90,0,20)	(99,0,3),(99,0,3)	232	55100	.00421052631578947368	.05492552370852796503
18	(0,90,0),(90,10,0)	(99,0,3),(99,0,2)	213	53735	.00396389690146087280	.05888942060998883783
19	(0,0,90),(90,0,20)	(99,0,2),(99,0,2)	214	54470	.00392876812924545621	.06281818873923429404
20	(0,0,90),(0,90,0)	(99,0,2),(99,0,1)	377	36167	.01042386706113307711	.07324205580036737115
21	(90,0,0),(0,0,90)	(99,0,1),(99,0,1)	198	53804	.00368002379005278417	.07692207959042015532
22	(90,0,0),(90,10,0)	(99,0,1),(99,0,1)	30	71544	.00041932237504193223	.07734140196546208755
23	(90,0,0),(90,0,0)	(99,0,1),(99,0,1)	20	71444	.00027993953306085885	.07762134149852294640
24	(90,0,0),(90,0,0)	(99,0,1),(98,0,2)	20	71070	.00028141269171239622	.07790275419023534262
25	(90,0,0),(0,90,0)	(98,0,2),(97,0,2)	199	52861	.00376459015152948298	.08166734434176482560
26	(90,0,0),(0,90,0)	(97,0,2),(95,0,5)	199	52123	.00381789229322947643	.08548523663499430203
27	(90,0,0),(0,20,90)	(95,0,5),(96,0,14)	202	54682	.00369408580520098021	.08917932244019528224
