counter	predict	actual	diff	sqsum	frac	sum
1	(0)	(50)	50	2500	.02000000000000000000	.02000000000000000000
2	(0)	(49)	49	2401	.02040816326530612244	.04040816326530612244
3	(50)	(49)	1	9801	.00010203040506070809	.04051019367036683053
4	(50)	(48)	2	9604	.00020824656393169512	.04071844023429852565
5	(50)	(52)	2	10404	.00019223375624759707	.04091067399054612272
6	(50)	(50)	0	10000	0	.04091067399054612272
7	(50)	(53)	3	10609	.00028277877274012630	.04119345276328624902
8	(50)	(45)	5	9025	.00055401662049861495	.04174746938378486397
9	(50)	(38)	12	7744	.00154958677685950413	.04329705616064436810
10	(50)	(41)	9	8281	.00108682526264943847	.04438388142329380657
11	(40)	(43)	3	6889	.00043547684714762665	.04481935827044143322
12	(40)	(51)	11	8281	.00132834198768264702	.04614770025812408024
13	(50)	(49)	1	9801	.00010203040506070809	.04624973066318478833
14	(50)	(49)	1	9801	.00010203040506070809	.04635176106824549642
15	(50)	(52)	2	10404	.00019223375624759707	.04654399482449309349
16	(50)	(50)	0	10000	0	.04654399482449309349
17	(50)	(47)	3	9409	.00031884366032522053	.04686283848481831402
18	(50)	(50)	0	10000	0	.04686283848481831402
19	(50)	(51)	1	10201	.00009802960494069208	.04696086808975900610
20	(50)	(52)	2	10404	.00019223375624759707	.04715310184600660317
21	(50)	(51)	1	10201	.00009802960494069208	.04725113145094729525
22	(50)	(55)	5	11025	.00045351473922902494	.04770464619017632019
23	(50)	(58)	8	11664	.00068587105624142661	.04839051724641774680
24	(60)	(58)	2	13924	.00014363688595231255	.04853415413237005935
25	(60)	(56)	4	13456	.00029726516052318668	.04883141929289324603
26	(60)	(54)	6	12996	.00046168051708217913	.04929309980997542516
27	(50)	(58)	8	11664	.00068587105624142661	.04997897086621685177
28	(60)	(56)	4	13456	.00029726516052318668	.05027623602674003845
29	(60)	(62)	2	14884	.00013437248051599032	.05041060850725602877
30	(60)	(82)	22	20164	.00109105336242808966	.05150166186968411843
31	(60)	(52)	8	12544	.00063775510204081632	.05213941697172493475
32	(50)	(54)	4	10816	.00036982248520710059	.05250923945693203534
33	(50)	(63)	13	12769	.00101809068838593468	.05352733014531797002
34	(50)	(63)	13	12769	.00101809068838593468	.05454542083370390470
35	(60)	(58)	2	13924	.00014363688595231255	.05468905771965621725
36	(80)	(54)	26	17956	.00144798396079304967	.05613704168044926692
37	(50)	(63)	13	12769	.00101809068838593468	.05715513236883520160
38	(60)	(58)	2	13924	.00014363688595231255	.05729876925478751415
39	(60)	(68)	8	16384	.00048828125000000000	.05778705050478751415
40	(40)	(71)	31	12321	.00251602954305657008	.06030308004784408423
41	(70)	(74)	4	20736	.00019290123456790123	.06049598128241198546
42	(70)	(66)	4	18496	.00021626297577854671	.06071224425819053217
43	(70)	(59)	11	16641	.00066101796767021212	.06137326222586074429
44	(60)	(47)	13	11449	.00113547034675517512	.06250873257261591941
45	(60)	(42)	18	10404	.00173010380622837370	.06423883637884429311
46	(40)	(45)	5	7225	.00069204152249134948	.06493087790133564259
47	(50)	(43)	7	8649	.00080934212047635564	.06574022002181199823
48	(40)	(57)	17	9409	.00180678074184291635	.06754700076365491458
49	(50)	(57)	7	11449	.00061140710979124814	.06815840787344616272
50	(70)	(54)	16	15376	.00104058272632674297	.06919899059977290569
51	(50)	(49)	1	9801	.00010203040506070809	.06930102100483361378
