counter	predict	actual	diff	sqsum	frac	sum
1	(0)	(50)	50	2500	.02000000000000000000	.02000000000000000000
2	(50)	(49)	1	9801	.00010203040506070809	.02010203040506070809
3	(metric_0),(50)	(49),(48)	51	12005	.00424822990420658059	.02435026030926728868
4	(50)	(48)	2	9604	.00020824656393169512	.02455850687319898380
5	(50)	(52)	2	10404	.00019223375624759707	.02475074062944658087
6	(50)	(50)	0	10000	0	.02475074062944658087
7	(50)	(53)	3	10609	.00028277877274012630	.02503351940218670717
8	(50)	(45)	5	9025	.00055401662049861495	.02558753602268532212
9	(50)	(38)	12	7744	.00154958677685950413	.02713712279954482625
10	(50)	(41)	9	8281	.00108682526264943847	.02822394806219426472
11	(40)	(43)	3	6889	.00043547684714762665	.02865942490934189137
12	(40)	(51)	11	8281	.00132834198768264702	.02998776689702453839
13	(50)	(49)	1	9801	.00010203040506070809	.03008979730208524648
14	(50)	(49)	1	9801	.00010203040506070809	.03019182770714595457
15	(50)	(52)	2	10404	.00019223375624759707	.03038406146339355164
16	(50)	(50)	0	10000	0	.03038406146339355164
17	(50)	(47)	3	9409	.00031884366032522053	.03070290512371877217
18	(50)	(50)	0	10000	0	.03070290512371877217
19	(50)	(51)	1	10201	.00009802960494069208	.03080093472865946425
20	(50)	(52)	2	10404	.00019223375624759707	.03099316848490706132
21	(50)	(51)	1	10201	.00009802960494069208	.03109119808984775340
22	(50)	(55)	5	11025	.00045351473922902494	.03154471282907677834
23	(50)	(58)	8	11664	.00068587105624142661	.03223058388531820495
24	(60)	(58)	2	13924	.00014363688595231255	.03237422077127051750
25	(60)	(56)	4	13456	.00029726516052318668	.03267148593179370418
26	(60)	(54)	6	12996	.00046168051708217913	.03313316644887588331
27	(50)	(58)	8	11664	.00068587105624142661	.03381903750511730992
28	(60)	(56)	4	13456	.00029726516052318668	.03411630266564049660
29	(metric_0),(60)	(62),(82)	84	24008	.00349883372209263578	.03761513638773313238
30	(metric_0),(60)	(82),(52)	90	19268	.00467095702719534980	.04228609341492848218
31	(metric_0),(80)	(52),(54)	78	20660	.00377541142303969022	.04606150483796817240
32	(metric_0),(50)	(54),(63)	67	15685	.00427159706726171501	.05033310190522988741
33	(50)	(63)	13	12769	.00101809068838593468	.05135119259361582209
34	(metric_0),(60)	(63),(58)	65	17893	.00363270552730117923	.05498389812091700132
35	(metric_0),(60)	(58),(54)	64	16360	.00391198044009779951	.05889587856101480083
36	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(54),(63),(58),(68),(71),(74),(66)	454	29746	.01526255631009211322	.07415843487110691405
37	(60)	(63)	3	15129	.00019829466587348800	.07435672953698040205
38	(50)	(58)	8	11664	.00068587105624142661	.07504260059322182866
39	(50)	(68)	18	13924	.00129273197357081298	.07633533256679264164
40	(60)	(71)	11	17161	.00064098828739583940	.07697632085418848104
41	(70)	(74)	4	20736	.00019290123456790123	.07716922208875638227
42	(70)	(66)	4	18496	.00021626297577854671	.07738548506453492898
43	(70)	(59)	11	16641	.00066101796767021212	.07804650303220514110
44	(50)	(47)	3	9409	.00031884366032522053	.07836534669253036163
45	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(42),(45),(43),(57),(57),(54),(49)	347	17453	.01988196871598006073	.09824731540851042236
46	(metric_0),(40)	(45),(43)	48	8914	.00538478797397352479	.10363210338248394715
47	(metric_0),(50)	(43),(57)	50	13298	.00375996390434651827	.10739206728683046542
48	(metric_0),(40)	(57),(57)	74	12658	.00584610522989413809	.11323817251672460351
49	(40)	(57)	17	9409	.00180678074184291635	.11504495325856751986
50	(60)	(54)	6	12996	.00046168051708217913	.11550663377564969899
51	(50)	(49)	1	9801	.00010203040506070809	.11560866418071040708
52	(50)	(48)	2	9604	.00020824656393169512	.11581691074464210220
53	(50)	(45)	5	9025	.00055401662049861495	.11637092736514071715
54	(50)	(47)	3	9409	.00031884366032522053	.11668977102546593768
55	(50)	(50)	0	10000	0	.11668977102546593768
56	(50)	(49)	1	9801	.00010203040506070809	.11679180143052664577
57	(50)	(50)	0	10000	0	.11679180143052664577
58	(50)	(53)	3	10609	.00028277877274012630	.11707458020326677207
59	(50)	(53)	3	10609	.00028277877274012630	.11735735897600689837
60	(50)	(50)	0	10000	0	.11735735897600689837
61	(50)	(58)	8	11664	.00068587105624142661	.11804323003224832498
62	(50)	(54)	4	10816	.00036982248520710059	.11841305251745542557
63	(50)	(56)	6	11236	.00053399786400854396	.11894705038146396953
64	(60)	(60)	0	14400	0	.11894705038146396953
65	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(62),(72),(71),(62),(55),(54),(58)	434	27218	.01594533029612756264	.13489238067759153217
66	(metric_0),(60)	(72),(71)	83	22345	.00371447751174759454	.13860685818933912671
67	(metric_0),(60)	(71),(62)	73	19925	.00366373902132998745	.14227059721066911416
68	(metric_0),(70)	(62),(55)	77	19469	.00395500539318917253	.14622560260385828669
69	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(55),(54),(58),(61),(62),(66),(62)	418	25070	.01667331471878739529	.16289891732264568198
70	(metric_0),(60)	(54),(58)	56	16840	.00332541567695961995	.16622433299960530193
71	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(58),(61),(62),(66),(62),(63),(65)	437	27323	.01599385133404091790	.18221818433364621983
72	(50)	(61)	11	12321	.00089278467656846035	.18311096901021468018
73	(50)	(62)	12	12544	.00095663265306122448	.18406760166327590466
74	(60)	(66)	6	15876	.00037792894935752078	.18444553061263342544
75	(60)	(62)	2	14884	.00013437248051599032	.18457990309314941576
76	(60)	(63)	3	15129	.00019829466587348800	.18477819775902290376
77	(60)	(65)	5	15625	.00032000000000000000	.18509819775902290376
78	(60)	(62)	2	14884	.00013437248051599032	.18523257023953889408
79	(60)	(56)	4	13456	.00029726516052318668	.18552983540006208076
80	(60)	(55)	5	13225	.00037807183364839319	.18590790723371047395
81	(70)	(57)	13	16129	.00080600161200322400	.18671390884571369795
82	(metric_0),(60)	(56),(60)	56	17536	.00319343065693430656	.18990733950264800451
83	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(60),(60),(60),(53),(48),(41),(38)	360	19038	.01890954932240781594	.20881688882505582045
84	(metric_0),(60)	(60),(60)	60	18000	.00333333333333333333	.21215022215838915378
85	(60)	(60)	0	14400	0	.21215022215838915378
86	(60)	(53)	7	12769	.00054820267836165713	.21269842483675081091
87	(50)	(48)	2	9604	.00020824656393169512	.21290667140068250603
88	(50)	(41)	9	8281	.00108682526264943847	.21399349666333194450
89	(metric_0),(40)	(38),(33)	45	6773	.00664402775727151926	.22063752442060346376
90	(40)	(33)	7	5329	.00131356727340964533	.22195109169401310909
91	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(32),(27),(24),(24),(24),(23),(23)	177	4539	.03899537343027098479	.26094646512428409388
92	(30)	(27)	3	3249	.00092336103416435826	.26186982615844845214
93	(30)	(24)	6	2916	.00205761316872427983	.26392743932717273197
94	(metric_0),(20)	(24),(24)	28	2512	.01114649681528662420	.27507393614245935617
95	(metric_0),(20)	(24),(23)	27	2425	.01113402061855670103	.28620795676101605720
96	(metric),(metric_0),(not),(found),(in),(TxMatrix),(array)	(23),(23),(20),(20),(19),(20),(15)	140	2844	.04922644163150492264	.33543439839252097984
97	(20)	(23)	3	1849	.00162249864791779340	.33705689704043877324
98	(20)	(20)	0	1600	0	.33705689704043877324
99	(20)	(20)	0	1600	0	.33705689704043877324
100	(20)	(19)	1	1521	.00065746219592373438	.33771435923636250762
101	(20)	(20)	0	1600	0	.33771435923636250762
102	(20)	(15)	5	1225	.00408163265306122448	.34179599188942373210
103	(20)	(17)	3	1369	.00219138056975894813	.34398737245918268023
104	(20)	(13)	7	1089	.00642791551882460973	.35041528797800728996
105	(20)	(12)	8	1024	.00781250000000000000	.35822778797800728996
106	(20)	(11)	9	961	.00936524453694068678	.36759303251494797674
107	(10)	(11)	1	441	.00226757369614512471	.36986060621109310145
108	(10)	(12)	2	484	.00413223140495867768	.37399283761605177913
109	(10)	(12)	2	484	.00413223140495867768	.37812506902101045681
110	(10)	(9)	1	361	.00277008310249307479	.38089515212350353160
111	(10)	(9)	1	361	.00277008310249307479	.38366523522599660639
112	(10)	(9)	1	361	.00277008310249307479	.38643531832848968118
113	(10)	(14)	4	576	.00694444444444444444	.39337976277293412562
114	(10)	(15)	5	625	.00800000000000000000	.40137976277293412562
115	(20)	(16)	4	1296	.00308641975308641975	.40446618252602054537
116	(20)	(17)	3	1369	.00219138056975894813	.40665756309577949350
117	(20)	(17)	3	1369	.00219138056975894813	.40884894366553844163
118	(20)	(17)	3	1369	.00219138056975894813	.41104032423529738976
119	(20)	(17)	3	1369	.00219138056975894813	.41323170480505633789
120	(20)	(13)	7	1089	.00642791551882460973	.41965962032388094762
121	(10)	(12)	2	484	.00413223140495867768	.42379185172883962530
122	(10)	(12)	2	484	.00413223140495867768	.42792408313379830298
123	(10)	(12)	2	484	.00413223140495867768	.43205631453875698066
124	(10)	(17)	7	729	.00960219478737997256	.44165850932613695322
125	(20)	(16)	4	1296	.00308641975308641975	.44474492907922337297
126	(20)	(16)	4	1296	.00308641975308641975	.44783134883230979272
127	(20)	(15)	5	1225	.00408163265306122448	.45191298148537101720
128	(20)	(16)	4	1296	.00308641975308641975	.45499940123845743695
129	(20)	(16)	4	1296	.00308641975308641975	.45808582099154385670
130	(20)	(16)	4	1296	.00308641975308641975	.46117224074463027645
131	(20)	(28)	8	2304	.00347222222222222222	.46464446296685249867
132	(20)	(45)	25	4225	.00591715976331360946	.47056162273016610813
133	(20)	(31)	11	2601	.00422914263744713571	.47479076536761324384
134	(50)	(33)	17	6889	.00246770213383655102	.47725846750144979486
