1	219	0.58
2	247	1.00
4	299	0.58
8	403	0.00
16	609	0.58
20	715	1.00
25	846	0.58
30	980	3.21
40	1239	3.61
50	1505	5.51
60	1775	6.35
100	2848	4.58
