1	13.11	0.16
2	28.22	0.14
4	63.64	0.19
8	141.49	2.09
16	312.63	2.59
20	397.47	0.75
25	510.92	0.49
30	613.99	1.05
40	840.50	3.09
50	1061.03	2.87
60	1283.94	4.42
100	2155.42	7.82
