1	0.37%	0.01%
2	0.33%	0.00%
4	0.32%	0.00%
8	0.33%	0.00%
16	0.34%	0.00%
20	0.34%	0.00%
25	0.35%	0.00%
30	0.35%	0.00%
40	0.36%	0.00%
50	0.37%	0.00%
60	0.37%	0.00%
100	0.39%	0.00%
