1	70.09	1.19
2	140.31	0.96
4	288.97	1.87
8	609.15	2.43
16	1275.68	3.72
20	1613.75	5.13
25	2054.26	8.32
30	2490.75	11.98
40	3394.32	12.73
50	4311.52	11.01
60	5232.51	15.81
100	9076.71	37.82
