47.1961403509,10.97203,21.45778
73.44,5.18229,22.87451
93.0508771929,3.13863,20.70037
98.0459649123,1.04785,15.49729
99.318245614,0.44260,11.25190
99.6603508772,0.07088,4.88069
99.6912280702,0.03500,3.22150
99.7291228071,0.08590,2.31478
99.7403508772,0.09201,2.51294
99.8221052632,0.04322,2.46276
99.8322807018,0.02143,2.30450
99.8417543859,0.03450,1.13210
98.6757894737,0.04921,1.44862
94.0585964913,0.05295,2.44008
96.4084210526,0.13248,2.29129
98.5547368422,0.17192,2.56845
99.7459649123,0.11740,2.92687
99.7663157895,0.10197,3.52761
99.7515789474,0.07682,3.33279
99.7084210526,0.01657,2.72057
99.7164912281,0.01962,2.57405
99.6733333333,0.03800,1.61609
99.7203508772,0.02693,1.50747
99.7631578947,0.00848,1.87403
99.6743859649,0.03896,1.73045
98.4715789474,0.09257,2.63237
97.2568421052,0.08701,2.24419
95.707368421,0.07960,5.83078
96.4828070176,0.08032,14.72894
96.2898245613,0.05172,49.44796
96.3238596491,0.02950,68.06040
96.4073684211,0.01196,82.54942
95.8712280702,0.04090,82.82577
94.3410526316,0.06071,80.25893
95.4642105264,0.04689,77.33059
97.8143859649,0.05389,59.34772
99.241754386,0.04150,43.30119
99.58,0.03092,16.38240
99.7670175438,0.05834,6.19587
99.7031578947,0.06682,2.10181
98.8621052632,0.04073,1.90045
97.4870175438,0.03609,3.00293
97.8498245614,0.03230,3.19588
97.4396491228,0.01300,4.60861
97.2273684212,0.00969,12.24143
96.830877193,0.00592,41.38546
96.9235087719,0.00329,63.12527
97.1178947368,0.00203,77.35114
96.9845614035,0.00225,80.49138
96.2698245614,0.00536,82.70701
96.8245614036,0.00698,81.45802
97.2045614035,0.04119,61.47021
98.9922807018,0.04839,44.13159
99.4266666667,0.01227,19.64126
99.6112280702,0.00493,8.18493
99.767368421,0.03107,3.85694
99.5554385965,0.03143,2.68467
98.6091228071,0.00976,2.18828
98.0203508772,0.00903,2.75206
96.907368421,0.02800,4.43941
97.2171929824,0.02505,8.71428
97.0807017545,0.00300,38.86686
96.658245614,0.00237,57.21669
96.7771929824,0.00213,77.46577
96.4284210527,0.00401,78.63870
95.3431578948,0.02230,79.79722
97.0133333334,0.02877,80.52367
97.8270175438,0.01080,65.00236
98.1561403509,0.01307,50.00093
99.4070175438,0.01802,26.02889
99.6392982456,0.00809,8.40163
99.7031578947,0.00118,2.25246
99.6796491227,0.00529,4.14931
98.8024561404,0.01263,5.42579
98.4515789474,0.02911,2.94475
97.6171929824,0.03727,3.54976
96.5687719299,0.03020,7.76339
96.9396491228,0.03877,37.36806
96.5017543859,0.02334,54.56497
96.7698245614,0.00476,70.40587
96.8484210527,0.00447,78.16459
96.4108771929,0.00425,79.74812
97.0919298246,0.00302,80.47376
97.9319298246,0.00056,66.86144
99.0435087719,0.00749,55.20882
99.5098245614,0.02121,27.93467
99.5561403508,0.01672,13.19452
99.3494736842,0.03846,5.12155
99.6108771931,0.04223,3.35588
98.8228070175,0.00669,3.84573
98.3912280702,0.00466,2.16399
97.6087719298,0.00384,2.86508
97.1996491228,0.00268,8.89843
97.173508772,0.00353,34.86060
96.8822807018,0.00391,52.21617
96.7810526315,0.00333,75.42507
97.0073684211,0.00246,78.49819
95.9757894737,0.00208,82.09452
97.1136842107,0.00229,79.23024
97.5449122808,0.00039,60.76031
98.2547368422,0.00034,53.53682
99.3533333333,0.00130,28.89010
99.6235087719,0.00162,17.18464
99.6663157895,0.00505,5.67533
99.6178947368,0.00766,5.99491
98.3656140351,0.00515,7.50478
98.5796491228,0.00273,5.39470
97.0480701754,0.02418,4.97517
96.4280701754,0.02565,7.16264
97.0828070175,0.01679,32.83925
96.8452631579,0.01399,47.29277
96.9585964913,0.01817,71.16848
96.9403508772,0.03563,74.80044
95.9796491228,0.05162,78.11175
96.6340350877,0.03942,77.78629
97.3112280703,0.00732,63.92137
98.4642105263,0.00502,56.19961
99.4143859649,0.02863,26.74813
99.4168421053,0.04986,18.71332
99.5866666667,0.06991,7.92899
99.5849122807,0.02512,7.22843
99.0347368421,0.00507,7.78914
98.5561403508,0.00461,4.11181
97.7792982456,0.00143,2.56618
97.2898245615,0.00210,13.14648
97.3884210526,0.00495,35.03687
97.2687719298,0.00440,47.39019
96.9964912281,0.02541,68.53598
96.9543859649,0.02466,73.85702
96.3038596491,0.00172,80.55850
96.6364912281,0.00251,79.13416
97.4389473684,0.00273,64.22374
98.1884210527,0.00249,53.49572
99.1045614035,0.00800,29.48177
99.4368421053,0.02708,16.59190
99.5989473684,0.03824,4.56924
99.5245614036,0.03628,6.79168
98.7670175439,0.03090,7.86387
98.0740350877,0.02077,7.47823
97.4315789474,0.02812,7.35920
96.7140350877,0.01969,10.00745
96.7414035088,0.00145,34.31296
96.4133333334,0.00614,46.98199
96.6298245614,0.02341,69.45431
96.6196491228,0.00275,72.29618
96.5217543859,0.00345,78.63029
96.1557894737,0.00338,76.24653
97.3329824562,0.00312,65.10191
98.378245614,0.01070,51.90258
99.0652631579,0.02785,30.37088
99.4280701754,0.02005,18.50435
99.5810526316,0.00249,6.12528
99.5038596492,0.01998,5.10687
99.1333333334,0.04996,7.04215
98.2922807018,0.03954,7.44327
97.5628070176,0.02039,6.57951
97.2673684211,0.02312,9.26379
96.7266666666,0.01913,33.93332
96.4217543859,0.01280,51.24006
96.6950877192,0.00415,66.31301
97.1659649123,0.00411,69.81006
96.8210526316,0.00324,82.40437
96.4775438596,0.00201,79.29176
96.9277192983,0.01904,64.47100
98.1210526316,0.01957,53.89831
98.7035087719,0.02249,32.41024
99.4017543859,0.02587,19.70985
99.5880701754,0.00797,5.38509
99.6831578947,0.01503,4.15304
98.7326315789,0.03430,2.81985
98.12,0.02290,3.86642
97.7617543859,0.00229,5.37295
97.1842105263,0.00237,9.10393
97.0821052632,0.00172,34.00124
96.8175438596,0.00763,52.06711
96.6814035087,0.01266,67.94804
96.8435087719,0.00858,69.60897
96.3877192982,0.00454,77.35528
96.3410526316,0.00162,80.93587
97.2512280702,0.00000,73.15046
98.3589473684,0.00802,58.36520
98.8656140351,0.02901,35.74970
99.5449122807,0.02174,20.59535
99.6319298245,0.00251,6.38629
99.6126315789,0.00374,5.41525
99.2519298245,0.00457,4.56284
97.6680701754,0.00428,3.23138
97.9007017544,0.00341,2.07072
97.6252631579,0.00333,8.35893
97.1585964912,0.00273,35.58384
96.9224561403,0.00225,47.20110
96.0042105264,0.00234,65.41122
96.9947368421,0.00350,69.75175
96.2070175439,0.00292,80.34873
96.0887719298,0.00312,80.96095
97.0564912281,0.00563,70.56373
98.3603508772,0.02544,60.76071
99.0715789474,0.02404,35.34365
99.3957894736,0.00568,21.83941
99.4101754386,0.02384,8.12982
99.3912280703,0.02048,7.27834
99.3936842105,0.00527,4.30797
98.9347368422,0.00476,2.07779
97.9884210526,0.00292,1.58126
97.8922807017,0.00372,6.57631
97.0414035088,0.00483,27.47471
96.9371929824,0.00256,41.88513
96.0610526316,0.00993,60.93699
96.5954385965,0.01394,68.01383
96.4273684211,0.03749,79.45829
96.1361403509,0.03602,78.54503
96.5961403509,0.01664,72.93669
98.2108771929,0.01923,64.99622
98.6708771931,0.00488,39.88033
99.5070175438,0.00176,25.14458
99.3270175438,0.00152,10.47021
99.3894736842,0.00172,8.05109
99.3859649123,0.01319,6.19547
98.0894736842,0.01664,3.19401
96.0505263158,0.04703,4.19361
97.1726315789,0.05080,5.12435
94.7978947368,0.07059,7.12755
